,date,MODZCTA_Location,Hosp_Rate,dayofyear,year,Hospital_by_modzcta_ID
0,2020-03-01,Bronx,269.6,61,2020,2081
1,2020-04-01,Bronx,442.5,92,2020,2112
2,2020-05-01,Bronx,67.5,122,2020,2142
3,2020-06-01,Bronx,22.4,153,2020,2173
4,2020-07-01,Bronx,18.7,183,2020,2203
5,2020-08-01,Bronx,17.8,214,2020,2234
6,2020-09-01,Bronx,12.6,245,2020,2265
7,2020-10-01,Bronx,16.8,275,2020,2295
8,2020-11-01,Bronx,42.6,306,2020,2326
9,2020-12-01,Bronx,105.5,336,2020,2356
10,2021-01-01,Bronx,168.0,1,2021,2022
11,2021-02-01,Bronx,149.0,32,2021,2053
12,2021-03-01,Bronx,121.1,60,2021,2081
13,2021-04-01,Bronx,70.3,91,2021,2112
14,2021-05-01,Bronx,22.3,121,2021,2142
15,2021-06-01,Bronx,10.6,152,2021,2173
16,2021-07-01,Bronx,16.2,182,2021,2203
17,2021-08-01,Bronx,51.0,213,2021,2234
18,2021-09-01,Bronx,37.8,244,2021,2265
19,2021-10-01,Bronx,21.3,274,2021,2295
20,2020-03-01,Brooklyn,207.7,61,2020,2081
21,2020-04-01,Brooklyn,301.1,92,2020,2112
22,2020-05-01,Brooklyn,46.0,122,2020,2142
23,2020-06-01,Brooklyn,21.6,153,2020,2173
24,2020-07-01,Brooklyn,14.1,183,2020,2203
25,2020-08-01,Brooklyn,11.9,214,2020,2234
26,2020-09-01,Brooklyn,14.6,245,2020,2265
27,2020-10-01,Brooklyn,25.4,275,2020,2295
28,2020-11-01,Brooklyn,35.0,306,2020,2326
29,2020-12-01,Brooklyn,88.8,336,2020,2356
30,2021-01-01,Brooklyn,131.5,1,2021,2022
31,2021-02-01,Brooklyn,114.1,32,2021,2053
32,2021-03-01,Brooklyn,105.8,60,2021,2081
33,2021-04-01,Brooklyn,69.4,91,2021,2112
34,2021-05-01,Brooklyn,22.1,121,2021,2142
35,2021-06-01,Brooklyn,10.0,152,2021,2173
36,2021-07-01,Brooklyn,15.4,182,2021,2203
37,2021-08-01,Brooklyn,37.2,213,2021,2234
38,2021-09-01,Brooklyn,29.5,244,2021,2265
39,2021-10-01,Brooklyn,19.2,274,2021,2295
40,2020-03-01,Manhattan,168.7,61,2020,2081
41,2020-04-01,Manhattan,238.7,92,2020,2112
42,2020-05-01,Manhattan,33.6,122,2020,2142
43,2020-06-01,Manhattan,13.0,153,2020,2173
44,2020-07-01,Manhattan,10.7,183,2020,2203
45,2020-08-01,Manhattan,7.2,214,2020,2234
46,2020-09-01,Manhattan,6.2,245,2020,2265
47,2020-10-01,Manhattan,10.4,275,2020,2295
48,2020-11-01,Manhattan,26.3,306,2020,2326
49,2020-12-01,Manhattan,67.2,336,2020,2356
50,2021-01-01,Manhattan,98.5,1,2021,2022
51,2021-02-01,Manhattan,84.3,32,2021,2053
52,2021-03-01,Manhattan,71.5,60,2021,2081
53,2021-04-01,Manhattan,39.8,91,2021,2112
54,2021-05-01,Manhattan,14.9,121,2021,2142
55,2021-06-01,Manhattan,5.6,152,2021,2173
56,2021-07-01,Manhattan,10.2,182,2021,2203
57,2021-08-01,Manhattan,27.3,213,2021,2234
58,2021-09-01,Manhattan,22.8,244,2021,2265
59,2021-10-01,Manhattan,14.4,274,2021,2295
60,2020-03-01,Queens,267.1,61,2020,2081
61,2020-04-01,Queens,397.1,92,2020,2112
62,2020-05-01,Queens,48.5,122,2020,2142
63,2020-06-01,Queens,18.5,153,2020,2173
64,2020-07-01,Queens,13.6,183,2020,2203
65,2020-08-01,Queens,11.0,214,2020,2234
66,2020-09-01,Queens,10.5,245,2020,2265
67,2020-10-01,Queens,17.6,275,2020,2295
68,2020-11-01,Queens,40.2,306,2020,2326
69,2020-12-01,Queens,97.3,336,2020,2356
70,2021-01-01,Queens,149.2,1,2021,2022
71,2021-02-01,Queens,113.1,32,2021,2053
72,2021-03-01,Queens,115.1,60,2021,2081
73,2021-04-01,Queens,73.3,91,2021,2112
74,2021-05-01,Queens,23.4,121,2021,2142
75,2021-06-01,Queens,9.0,152,2021,2173
76,2021-07-01,Queens,16.5,182,2021,2203
77,2021-08-01,Queens,39.3,213,2021,2234
78,2021-09-01,Queens,29.4,244,2021,2265
79,2021-10-01,Queens,17.6,274,2021,2295
80,2020-03-01,Staten_Island,157.5,61,2020,2081
81,2020-04-01,Staten_Island,265.9,92,2020,2112
82,2020-05-01,Staten_Island,48.7,122,2020,2142
83,2020-06-01,Staten_Island,12.4,153,2020,2173
84,2020-07-01,Staten_Island,11.8,183,2020,2203
85,2020-08-01,Staten_Island,9.0,214,2020,2234
86,2020-09-01,Staten_Island,8.4,245,2020,2265
87,2020-10-01,Staten_Island,22.9,275,2020,2295
88,2020-11-01,Staten_Island,81.7,306,2020,2326
89,2020-12-01,Staten_Island,140.9,336,2020,2356
90,2021-01-01,Staten_Island,161.7,1,2021,2022
91,2021-02-01,Staten_Island,85.9,32,2021,2053
92,2021-03-01,Staten_Island,113.6,60,2021,2081
93,2021-04-01,Staten_Island,75.8,91,2021,2112
94,2021-05-01,Staten_Island,22.7,121,2021,2142
95,2021-06-01,Staten_Island,14.1,152,2021,2173
96,2021-07-01,Staten_Island,24.6,182,2021,2203
97,2021-08-01,Staten_Island,56.1,213,2021,2234
98,2021-09-01,Staten_Island,39.1,244,2021,2265
99,2021-10-01,Staten_Island,27.1,274,2021,2295
100,2020-03-01,Citywide,223.8,61,2020,2081
101,2020-04-01,Citywide,336.9,92,2020,2112
102,2020-05-01,Citywide,48.1,122,2020,2142
103,2020-06-01,Citywide,18.7,153,2020,2173
104,2020-07-01,Citywide,13.9,183,2020,2203
105,2020-08-01,Citywide,11.6,214,2020,2234
106,2020-09-01,Citywide,11.1,245,2020,2265
107,2020-10-01,Citywide,18.7,275,2020,2295
108,2020-11-01,Citywide,38.6,306,2020,2326
109,2020-12-01,Citywide,92.7,336,2020,2356
110,2021-01-01,Citywide,137.8,1,2021,2022
111,2021-02-01,Citywide,112.3,32,2021,2053
112,2021-03-01,Citywide,104.7,60,2021,2081
113,2021-04-01,Citywide,65.2,91,2021,2112
114,2021-05-01,Citywide,21.1,121,2021,2142
115,2021-06-01,Citywide,9.2,152,2021,2173
116,2021-07-01,Citywide,15.3,182,2021,2203
117,2021-08-01,Citywide,39.3,213,2021,2234
118,2021-09-01,Citywide,30.2,244,2021,2265
119,2021-10-01,Citywide,18.6,274,2021,2295
120,2020-03-01,10001,57.9,61,2020,2081
121,2020-04-01,10001,184.7,92,2020,2112
122,2020-05-01,10001,54.3,122,2020,2142
123,2020-06-01,10001,7.2,153,2020,2173
124,2020-07-01,10001,14.5,183,2020,2203
125,2020-08-01,10001,3.6,214,2020,2234
126,2020-09-01,10001,3.6,245,2020,2265
127,2020-10-01,10001,10.9,275,2020,2295
128,2020-11-01,10001,10.9,306,2020,2326
129,2020-12-01,10001,54.3,336,2020,2356
130,2021-01-01,10001,86.9,1,2021,2022
131,2021-02-01,10001,68.8,32,2021,2053
132,2021-03-01,10001,39.8,60,2021,2081
133,2021-04-01,10001,18.1,91,2021,2112
134,2021-05-01,10001,18.1,121,2021,2142
135,2021-06-01,10001,,152,2021,2173
136,2021-07-01,10001,10.9,182,2021,2203
137,2021-08-01,10001,18.1,213,2021,2234
138,2021-09-01,10001,14.5,244,2021,2265
139,2021-10-01,10001,10.9,274,2021,2295
140,2020-03-01,10002,224.4,61,2020,2081
141,2020-04-01,10002,286.8,92,2020,2112
142,2020-05-01,10002,42.5,122,2020,2142
143,2020-06-01,10002,13.3,153,2020,2173
144,2020-07-01,10002,17.3,183,2020,2203
145,2020-08-01,10002,10.6,214,2020,2234
146,2020-09-01,10002,10.6,245,2020,2265
147,2020-10-01,10002,9.3,275,2020,2295
148,2020-11-01,10002,35.8,306,2020,2326
149,2020-12-01,10002,152.7,336,2020,2356
150,2021-01-01,10002,163.3,1,2021,2022
151,2021-02-01,10002,134.1,32,2021,2053
152,2021-03-01,10002,160.6,60,2021,2081
153,2021-04-01,10002,74.3,91,2021,2112
154,2021-05-01,10002,22.6,121,2021,2142
155,2021-06-01,10002,6.6,152,2021,2173
156,2021-07-01,10002,22.6,182,2021,2203
157,2021-08-01,10002,31.9,213,2021,2234
158,2021-09-01,10002,18.6,244,2021,2265
159,2021-10-01,10002,39.8,274,2021,2295
160,2020-03-01,10003,85.2,61,2020,2081
161,2020-04-01,10003,107.5,92,2020,2112
162,2020-05-01,10003,11.1,122,2020,2142
163,2020-06-01,10003,3.7,153,2020,2173
164,2020-07-01,10003,7.4,183,2020,2203
165,2020-08-01,10003,5.6,214,2020,2234
166,2020-09-01,10003,,245,2020,2265
167,2020-10-01,10003,9.3,275,2020,2295
168,2020-11-01,10003,11.1,306,2020,2326
169,2020-12-01,10003,29.6,336,2020,2356
170,2021-01-01,10003,50.0,1,2021,2022
171,2021-02-01,10003,31.5,32,2021,2053
172,2021-03-01,10003,31.5,60,2021,2081
173,2021-04-01,10003,14.8,91,2021,2112
174,2021-05-01,10003,9.3,121,2021,2142
175,2021-06-01,10003,1.9,152,2021,2173
176,2021-07-01,10003,5.6,182,2021,2203
177,2021-08-01,10003,14.8,213,2021,2234
178,2021-09-01,10003,11.1,244,2021,2265
179,2021-10-01,10003,3.7,274,2021,2295
180,2020-03-01,10004,168.2,61,2020,2081
181,2020-04-01,10004,33.6,92,2020,2112
182,2020-05-01,10004,33.6,122,2020,2142
183,2020-06-01,10004,,153,2020,2173
184,2020-07-01,10004,,183,2020,2203
185,2020-08-01,10004,,214,2020,2234
186,2020-09-01,10004,,245,2020,2265
187,2020-10-01,10004,,275,2020,2295
188,2020-11-01,10004,134.6,306,2020,2326
189,2020-12-01,10004,134.6,336,2020,2356
190,2021-01-01,10004,67.3,1,2021,2022
191,2021-02-01,10004,67.3,32,2021,2053
192,2021-03-01,10004,,60,2021,2081
193,2021-04-01,10004,67.3,91,2021,2112
194,2021-05-01,10004,,121,2021,2142
195,2021-06-01,10004,,152,2021,2173
196,2021-07-01,10004,67.3,182,2021,2203
197,2021-08-01,10004,33.6,213,2021,2234
198,2021-09-01,10004,,244,2021,2265
199,2021-10-01,10004,,274,2021,2295
200,2020-03-01,10005,91.4,61,2020,2081
201,2020-04-01,10005,34.3,92,2020,2112
202,2020-05-01,10005,11.4,122,2020,2142
203,2020-06-01,10005,11.4,153,2020,2173
204,2020-07-01,10005,34.3,183,2020,2203
205,2020-08-01,10005,,214,2020,2234
206,2020-09-01,10005,,245,2020,2265
207,2020-10-01,10005,11.4,275,2020,2295
208,2020-11-01,10005,22.8,306,2020,2326
209,2020-12-01,10005,,336,2020,2356
210,2021-01-01,10005,11.4,1,2021,2022
211,2021-02-01,10005,22.8,32,2021,2053
212,2021-03-01,10005,22.8,60,2021,2081
213,2021-04-01,10005,22.8,91,2021,2112
214,2021-05-01,10005,,121,2021,2142
215,2021-06-01,10005,,152,2021,2173
216,2021-07-01,10005,11.4,182,2021,2203
217,2021-08-01,10005,22.8,213,2021,2234
218,2021-09-01,10005,22.8,244,2021,2265
219,2021-10-01,10005,,274,2021,2295
220,2020-03-01,10006,88.7,61,2020,2081
221,2020-04-01,10006,88.7,92,2020,2112
222,2020-05-01,10006,,122,2020,2142
223,2020-06-01,10006,,153,2020,2173
224,2020-07-01,10006,,183,2020,2203
225,2020-08-01,10006,29.6,214,2020,2234
226,2020-09-01,10006,,245,2020,2265
227,2020-10-01,10006,,275,2020,2295
228,2020-11-01,10006,,306,2020,2326
229,2020-12-01,10006,,336,2020,2356
230,2021-01-01,10006,,1,2021,2022
231,2021-02-01,10006,,32,2021,2053
232,2021-03-01,10006,,60,2021,2081
233,2021-04-01,10006,,91,2021,2112
234,2021-05-01,10006,,121,2021,2142
235,2021-06-01,10006,,152,2021,2173
236,2021-07-01,10006,29.6,182,2021,2203
237,2021-08-01,10006,,213,2021,2234
238,2021-09-01,10006,29.6,244,2021,2265
239,2021-10-01,10006,,274,2021,2295
240,2020-03-01,10007,57.2,61,2020,2081
241,2020-04-01,10007,28.6,92,2020,2112
242,2020-05-01,10007,14.3,122,2020,2142
243,2020-06-01,10007,,153,2020,2173
244,2020-07-01,10007,,183,2020,2203
245,2020-08-01,10007,,214,2020,2234
246,2020-09-01,10007,,245,2020,2265
247,2020-10-01,10007,,275,2020,2295
248,2020-11-01,10007,14.3,306,2020,2326
249,2020-12-01,10007,14.3,336,2020,2356
250,2021-01-01,10007,,1,2021,2022
251,2021-02-01,10007,14.3,32,2021,2053
252,2021-03-01,10007,71.5,60,2021,2081
253,2021-04-01,10007,,91,2021,2112
254,2021-05-01,10007,,121,2021,2142
255,2021-06-01,10007,,152,2021,2173
256,2021-07-01,10007,14.3,182,2021,2203
257,2021-08-01,10007,28.6,213,2021,2234
258,2021-09-01,10007,14.3,244,2021,2265
259,2021-10-01,10007,14.3,274,2021,2295
260,2020-03-01,10009,173.2,61,2020,2081
261,2020-04-01,10009,199.5,92,2020,2112
262,2020-05-01,10009,12.2,122,2020,2142
263,2020-06-01,10009,8.7,153,2020,2173
264,2020-07-01,10009,5.2,183,2020,2203
265,2020-08-01,10009,5.2,214,2020,2234
266,2020-09-01,10009,1.7,245,2020,2265
267,2020-10-01,10009,5.2,275,2020,2295
268,2020-11-01,10009,22.7,306,2020,2326
269,2020-12-01,10009,70.0,336,2020,2356
270,2021-01-01,10009,103.2,1,2021,2022
271,2021-02-01,10009,103.2,32,2021,2053
272,2021-03-01,10009,101.5,60,2021,2081
273,2021-04-01,10009,35.0,91,2021,2112
274,2021-05-01,10009,12.2,121,2021,2142
275,2021-06-01,10009,5.2,152,2021,2173
276,2021-07-01,10009,19.2,182,2021,2203
277,2021-08-01,10009,21.0,213,2021,2234
278,2021-09-01,10009,12.2,244,2021,2265
279,2021-10-01,10009,15.7,274,2021,2295
280,2020-03-01,10010,92.9,61,2020,2081
281,2020-04-01,10010,134.9,92,2020,2112
282,2020-05-01,10010,33.0,122,2020,2142
283,2020-06-01,10010,6.0,153,2020,2173
284,2020-07-01,10010,9.0,183,2020,2203
285,2020-08-01,10010,3.0,214,2020,2234
286,2020-09-01,10010,6.0,245,2020,2265
287,2020-10-01,10010,9.0,275,2020,2295
288,2020-11-01,10010,9.0,306,2020,2326
289,2020-12-01,10010,33.0,336,2020,2356
290,2021-01-01,10010,78.0,1,2021,2022
291,2021-02-01,10010,36.0,32,2021,2053
292,2021-03-01,10010,54.0,60,2021,2081
293,2021-04-01,10010,21.0,91,2021,2112
294,2021-05-01,10010,6.0,121,2021,2142
295,2021-06-01,10010,9.0,152,2021,2173
296,2021-07-01,10010,9.0,182,2021,2203
297,2021-08-01,10010,21.0,213,2021,2234
298,2021-09-01,10010,15.0,244,2021,2265
299,2021-10-01,10010,24.0,274,2021,2295
300,2020-03-01,10011,116.6,61,2020,2081
301,2020-04-01,10011,116.6,92,2020,2112
302,2020-05-01,10011,12.1,122,2020,2142
303,2020-06-01,10011,6.0,153,2020,2173
304,2020-07-01,10011,14.1,183,2020,2203
305,2020-08-01,10011,,214,2020,2234
306,2020-09-01,10011,4.0,245,2020,2265
307,2020-10-01,10011,6.0,275,2020,2295
308,2020-11-01,10011,14.1,306,2020,2326
309,2020-12-01,10011,40.2,336,2020,2356
310,2021-01-01,10011,38.2,1,2021,2022
311,2021-02-01,10011,46.2,32,2021,2053
312,2021-03-01,10011,50.3,60,2021,2081
313,2021-04-01,10011,26.1,91,2021,2112
314,2021-05-01,10011,2.0,121,2021,2142
315,2021-06-01,10011,6.0,152,2021,2173
316,2021-07-01,10011,6.0,182,2021,2203
317,2021-08-01,10011,18.1,213,2021,2234
318,2021-09-01,10011,24.1,244,2021,2265
319,2021-10-01,10011,4.0,274,2021,2295
320,2020-03-01,10012,69.1,61,2020,2081
321,2020-04-01,10012,69.1,92,2020,2112
322,2020-05-01,10012,17.3,122,2020,2142
323,2020-06-01,10012,,153,2020,2173
324,2020-07-01,10012,8.6,183,2020,2203
325,2020-08-01,10012,13.0,214,2020,2234
326,2020-09-01,10012,4.3,245,2020,2265
327,2020-10-01,10012,8.6,275,2020,2295
328,2020-11-01,10012,4.3,306,2020,2326
329,2020-12-01,10012,25.9,336,2020,2356
330,2021-01-01,10012,69.1,1,2021,2022
331,2021-02-01,10012,56.2,32,2021,2053
332,2021-03-01,10012,43.2,60,2021,2081
333,2021-04-01,10012,21.6,91,2021,2112
334,2021-05-01,10012,,121,2021,2142
335,2021-06-01,10012,,152,2021,2173
336,2021-07-01,10012,,182,2021,2203
337,2021-08-01,10012,8.6,213,2021,2234
338,2021-09-01,10012,8.6,244,2021,2265
339,2021-10-01,10012,8.6,274,2021,2295
340,2020-03-01,10013,90.2,61,2020,2081
341,2020-04-01,10013,111.0,92,2020,2112
342,2020-05-01,10013,13.9,122,2020,2142
343,2020-06-01,10013,3.5,153,2020,2173
344,2020-07-01,10013,6.9,183,2020,2203
345,2020-08-01,10013,3.5,214,2020,2234
346,2020-09-01,10013,6.9,245,2020,2265
347,2020-10-01,10013,,275,2020,2295
348,2020-11-01,10013,27.8,306,2020,2326
349,2020-12-01,10013,34.7,336,2020,2356
350,2021-01-01,10013,76.3,1,2021,2022
351,2021-02-01,10013,100.6,32,2021,2053
352,2021-03-01,10013,79.8,60,2021,2081
353,2021-04-01,10013,27.8,91,2021,2112
354,2021-05-01,10013,10.4,121,2021,2142
355,2021-06-01,10013,3.5,152,2021,2173
356,2021-07-01,10013,,182,2021,2203
357,2021-08-01,10013,10.4,213,2021,2234
358,2021-09-01,10013,10.4,244,2021,2265
359,2021-10-01,10013,6.9,274,2021,2295
360,2020-03-01,10014,118.7,61,2020,2081
361,2020-04-01,10014,108.8,92,2020,2112
362,2020-05-01,10014,6.6,122,2020,2142
363,2020-06-01,10014,9.9,153,2020,2173
364,2020-07-01,10014,13.2,183,2020,2203
365,2020-08-01,10014,3.3,214,2020,2234
366,2020-09-01,10014,6.6,245,2020,2265
367,2020-10-01,10014,13.2,275,2020,2295
368,2020-11-01,10014,9.9,306,2020,2326
369,2020-12-01,10014,26.4,336,2020,2356
370,2021-01-01,10014,26.4,1,2021,2022
371,2021-02-01,10014,26.4,32,2021,2053
372,2021-03-01,10014,29.7,60,2021,2081
373,2021-04-01,10014,6.6,91,2021,2112
374,2021-05-01,10014,3.3,121,2021,2142
375,2021-06-01,10014,3.3,152,2021,2173
376,2021-07-01,10014,6.6,182,2021,2203
377,2021-08-01,10014,6.6,213,2021,2234
378,2021-09-01,10014,13.2,244,2021,2265
379,2021-10-01,10014,6.6,274,2021,2295
380,2020-03-01,10016,121.8,61,2020,2081
381,2020-04-01,10016,108.0,92,2020,2112
382,2020-05-01,10016,13.7,122,2020,2142
383,2020-06-01,10016,9.8,153,2020,2173
384,2020-07-01,10016,9.8,183,2020,2203
385,2020-08-01,10016,2.0,214,2020,2234
386,2020-09-01,10016,2.0,245,2020,2265
387,2020-10-01,10016,9.8,275,2020,2295
388,2020-11-01,10016,21.6,306,2020,2326
389,2020-12-01,10016,41.2,336,2020,2356
390,2021-01-01,10016,66.8,1,2021,2022
391,2021-02-01,10016,37.3,32,2021,2053
392,2021-03-01,10016,49.1,60,2021,2081
393,2021-04-01,10016,25.5,91,2021,2112
394,2021-05-01,10016,9.8,121,2021,2142
395,2021-06-01,10016,3.9,152,2021,2173
396,2021-07-01,10016,11.8,182,2021,2203
397,2021-08-01,10016,27.5,213,2021,2234
398,2021-09-01,10016,9.8,244,2021,2265
399,2021-10-01,10016,2.0,274,2021,2295
400,2020-03-01,10017,96.1,61,2020,2081
401,2020-04-01,10017,76.9,92,2020,2112
402,2020-05-01,10017,,122,2020,2142
403,2020-06-01,10017,19.2,153,2020,2173
404,2020-07-01,10017,12.8,183,2020,2203
405,2020-08-01,10017,,214,2020,2234
406,2020-09-01,10017,6.4,245,2020,2265
407,2020-10-01,10017,,275,2020,2295
408,2020-11-01,10017,6.4,306,2020,2326
409,2020-12-01,10017,76.9,336,2020,2356
410,2021-01-01,10017,38.4,1,2021,2022
411,2021-02-01,10017,44.8,32,2021,2053
412,2021-03-01,10017,25.6,60,2021,2081
413,2021-04-01,10017,32.0,91,2021,2112
414,2021-05-01,10017,12.8,121,2021,2142
415,2021-06-01,10017,,152,2021,2173
416,2021-07-01,10017,,182,2021,2203
417,2021-08-01,10017,19.2,213,2021,2234
418,2021-09-01,10017,6.4,244,2021,2265
419,2021-10-01,10017,12.8,274,2021,2295
420,2020-03-01,10018,67.9,61,2020,2081
421,2020-04-01,10018,50.9,92,2020,2112
422,2020-05-01,10018,25.4,122,2020,2142
423,2020-06-01,10018,17.0,153,2020,2173
424,2020-07-01,10018,17.0,183,2020,2203
425,2020-08-01,10018,,214,2020,2234
426,2020-09-01,10018,8.5,245,2020,2265
427,2020-10-01,10018,8.5,275,2020,2295
428,2020-11-01,10018,25.4,306,2020,2326
429,2020-12-01,10018,25.4,336,2020,2356
430,2021-01-01,10018,33.9,1,2021,2022
431,2021-02-01,10018,25.4,32,2021,2053
432,2021-03-01,10018,25.4,60,2021,2081
433,2021-04-01,10018,25.4,91,2021,2112
434,2021-05-01,10018,8.5,121,2021,2142
435,2021-06-01,10018,,152,2021,2173
436,2021-07-01,10018,,182,2021,2203
437,2021-08-01,10018,42.4,213,2021,2234
438,2021-09-01,10018,8.5,244,2021,2265
439,2021-10-01,10018,,274,2021,2295
440,2020-03-01,10019,151.6,61,2020,2081
441,2020-04-01,10019,121.8,92,2020,2112
442,2020-05-01,10019,23.0,122,2020,2142
443,2020-06-01,10019,16.1,153,2020,2173
444,2020-07-01,10019,9.2,183,2020,2203
445,2020-08-01,10019,2.3,214,2020,2234
446,2020-09-01,10019,,245,2020,2265
447,2020-10-01,10019,11.5,275,2020,2295
448,2020-11-01,10019,13.8,306,2020,2326
449,2020-12-01,10019,59.7,336,2020,2356
450,2021-01-01,10019,94.2,1,2021,2022
451,2021-02-01,10019,59.7,32,2021,2053
452,2021-03-01,10019,50.5,60,2021,2081
453,2021-04-01,10019,41.4,91,2021,2112
454,2021-05-01,10019,6.9,121,2021,2142
455,2021-06-01,10019,2.3,152,2021,2173
456,2021-07-01,10019,11.5,182,2021,2203
457,2021-08-01,10019,25.3,213,2021,2234
458,2021-09-01,10019,11.5,244,2021,2265
459,2021-10-01,10019,9.2,274,2021,2295
460,2020-03-01,10021,102.5,61,2020,2081
461,2020-04-01,10021,126.4,92,2020,2112
462,2020-05-01,10021,15.3,122,2020,2142
463,2020-06-01,10021,2.2,153,2020,2173
464,2020-07-01,10021,4.4,183,2020,2203
465,2020-08-01,10021,2.2,214,2020,2234
466,2020-09-01,10021,4.4,245,2020,2265
467,2020-10-01,10021,,275,2020,2295
468,2020-11-01,10021,34.9,306,2020,2326
469,2020-12-01,10021,56.7,336,2020,2356
470,2021-01-01,10021,56.7,1,2021,2022
471,2021-02-01,10021,41.4,32,2021,2053
472,2021-03-01,10021,41.4,60,2021,2081
473,2021-04-01,10021,6.5,91,2021,2112
474,2021-05-01,10021,2.2,121,2021,2142
475,2021-06-01,10021,4.4,152,2021,2173
476,2021-07-01,10021,4.4,182,2021,2203
477,2021-08-01,10021,10.9,213,2021,2234
478,2021-09-01,10021,10.9,244,2021,2265
479,2021-10-01,10021,6.5,274,2021,2295
480,2020-03-01,10022,123.0,61,2020,2081
481,2020-04-01,10022,119.8,92,2020,2112
482,2020-05-01,10022,16.2,122,2020,2142
483,2020-06-01,10022,3.2,153,2020,2173
484,2020-07-01,10022,12.9,183,2020,2203
485,2020-08-01,10022,6.5,214,2020,2234
486,2020-09-01,10022,,245,2020,2265
487,2020-10-01,10022,6.5,275,2020,2295
488,2020-11-01,10022,32.4,306,2020,2326
489,2020-12-01,10022,48.5,336,2020,2356
490,2021-01-01,10022,71.2,1,2021,2022
491,2021-02-01,10022,48.5,32,2021,2053
492,2021-03-01,10022,32.4,60,2021,2081
493,2021-04-01,10022,19.4,91,2021,2112
494,2021-05-01,10022,9.7,121,2021,2142
495,2021-06-01,10022,,152,2021,2173
496,2021-07-01,10022,3.2,182,2021,2203
497,2021-08-01,10022,25.9,213,2021,2234
498,2021-09-01,10022,6.5,244,2021,2265
499,2021-10-01,10022,9.7,274,2021,2295
500,2020-03-01,10023,108.4,61,2020,2081
501,2020-04-01,10023,114.9,92,2020,2112
502,2020-05-01,10023,11.3,122,2020,2142
503,2020-06-01,10023,1.6,153,2020,2173
504,2020-07-01,10023,3.2,183,2020,2203
505,2020-08-01,10023,3.2,214,2020,2234
506,2020-09-01,10023,3.2,245,2020,2265
507,2020-10-01,10023,8.1,275,2020,2295
508,2020-11-01,10023,8.1,306,2020,2326
509,2020-12-01,10023,29.1,336,2020,2356
510,2021-01-01,10023,61.5,1,2021,2022
511,2021-02-01,10023,64.7,32,2021,2053
512,2021-03-01,10023,27.5,60,2021,2081
513,2021-04-01,10023,16.2,91,2021,2112
514,2021-05-01,10023,3.2,121,2021,2142
515,2021-06-01,10023,6.5,152,2021,2173
516,2021-07-01,10023,1.6,182,2021,2203
517,2021-08-01,10023,11.3,213,2021,2234
518,2021-09-01,10023,11.3,244,2021,2265
519,2021-10-01,10023,6.5,274,2021,2295
520,2020-03-01,10024,106.1,61,2020,2081
521,2020-04-01,10024,142.1,92,2020,2112
522,2020-05-01,10024,18.8,122,2020,2142
523,2020-06-01,10024,6.8,153,2020,2173
524,2020-07-01,10024,3.4,183,2020,2203
525,2020-08-01,10024,3.4,214,2020,2234
526,2020-09-01,10024,6.8,245,2020,2265
527,2020-10-01,10024,1.7,275,2020,2295
528,2020-11-01,10024,24.0,306,2020,2326
529,2020-12-01,10024,34.2,336,2020,2356
530,2021-01-01,10024,58.2,1,2021,2022
531,2021-02-01,10024,66.8,32,2021,2053
532,2021-03-01,10024,25.7,60,2021,2081
533,2021-04-01,10024,24.0,91,2021,2112
534,2021-05-01,10024,,121,2021,2142
535,2021-06-01,10024,1.7,152,2021,2173
536,2021-07-01,10024,8.6,182,2021,2203
537,2021-08-01,10024,8.6,213,2021,2234
538,2021-09-01,10024,10.3,244,2021,2265
539,2021-10-01,10024,8.6,274,2021,2295
540,2020-03-01,10025,127.7,61,2020,2081
541,2020-04-01,10025,224.8,92,2020,2112
542,2020-05-01,10025,36.0,122,2020,2142
543,2020-06-01,10025,8.7,153,2020,2173
544,2020-07-01,10025,6.5,183,2020,2203
545,2020-08-01,10025,8.7,214,2020,2234
546,2020-09-01,10025,4.4,245,2020,2265
547,2020-10-01,10025,10.9,275,2020,2295
548,2020-11-01,10025,39.3,306,2020,2326
549,2020-12-01,10025,55.7,336,2020,2356
550,2021-01-01,10025,96.0,1,2021,2022
551,2021-02-01,10025,89.5,32,2021,2053
552,2021-03-01,10025,64.4,60,2021,2081
553,2021-04-01,10025,39.3,91,2021,2112
554,2021-05-01,10025,16.4,121,2021,2142
555,2021-06-01,10025,3.3,152,2021,2173
556,2021-07-01,10025,7.6,182,2021,2203
557,2021-08-01,10025,17.5,213,2021,2234
558,2021-09-01,10025,15.3,244,2021,2265
559,2021-10-01,10025,14.2,274,2021,2295
560,2020-03-01,10026,206.9,61,2020,2081
561,2020-04-01,10026,307.8,92,2020,2112
562,2020-05-01,10026,28.4,122,2020,2142
563,2020-06-01,10026,7.8,153,2020,2173
564,2020-07-01,10026,12.9,183,2020,2203
565,2020-08-01,10026,10.3,214,2020,2234
566,2020-09-01,10026,10.3,245,2020,2265
567,2020-10-01,10026,5.2,275,2020,2295
568,2020-11-01,10026,23.3,306,2020,2326
569,2020-12-01,10026,75.0,336,2020,2356
570,2021-01-01,10026,111.2,1,2021,2022
571,2021-02-01,10026,119.0,32,2021,2053
572,2021-03-01,10026,90.5,60,2021,2081
573,2021-04-01,10026,54.3,91,2021,2112
574,2021-05-01,10026,28.4,121,2021,2142
575,2021-06-01,10026,2.6,152,2021,2173
